_id,productGeneral__cusip,productProtection__downsideType,productId,productGeneral__isin,id,
"ObjectId(""60446123bfed880df9f661ad"")",,BARRIER,"UUID(""7eb10808-76d1-49da-928d-59758968973e"")",XS2238354653,XS2238354653,
"ObjectId(""60446122bfed880df9f661ab"")",48132Q599,BARRIER,"UUID(""f337f23f-4fdf-4331-9fd5-e50e758e5bd4"")",,48132Q599,
"ObjectId(""60446122482fea78c2a4c8e4"")",06744A824,BARRIER,"UUID(""00af7c82-d1be-4515-b8a2-bed888c8d825"")",,06744A824,
"ObjectId(""60446121bfed880df9f661a9"")",61771EL97,BARRIER,"UUID(""57db68e9-34da-4c26-821d-130ee4acd7bc"")",,61771EL97,
"ObjectId(""6044611f482fea78c2a4c8e2"")",40057F7M0,BARRIER,"UUID(""3c21da98-95d4-4e56-a12b-7358d105ea20"")",,40057F7M0,
"ObjectId(""6044611ebfed880df9f661a7"")",90278R874,BARRIER,"UUID(""a8d667bb-d75d-4be8-aa7c-eddedd404c1a"")",,90278R874,
"ObjectId(""6044611e482fea78c2a4c8e0"")",48132Q649,BARRIER,"UUID(""d1a67d99-3ce7-4c5b-8769-5db7dfcbe236"")",,48132Q649,
"ObjectId(""6044611d482fea78c2a4c8de"")",36259U550,BARRIER,"UUID(""81875015-8b43-4016-b821-9bb544da7942"")",,36259U550,
"ObjectId(""6044611bbfed880df9f661a4"")",36259U501,BARRIER,"UUID(""fdd029fb-5ca2-4d2f-908b-29bc6d852301"")",,36259U501,
"ObjectId(""6044611b482fea78c2a4c8dc"")",36259U477,BARRIER,"UUID(""1935066d-ff56-4904-a136-c2db9376a54b"")",,36259U477,
"ObjectId(""6044611abfed880df9f661a2"")",36259U485,BARRIER,"UUID(""c5a358ac-6c34-421c-bde5-7764a083c406"")",,36259U485,
"ObjectId(""60446119482fea78c2a4c8da"")",48132Q714,BARRIER,"UUID(""0a53adaa-e8de-4fb0-a8ee-163bc5648c7c"")",,48132Q714,
"ObjectId(""60446118bfed880df9f661a0"")",06744A600,BARRIER,"UUID(""534006c6-e989-4189-bc71-a9bfe3d43c00"")",,06744A600,
"ObjectId(""60446118482fea78c2a4c8d8"")",61771J602,BARRIER,"UUID(""4d3d0a6f-4bd3-482d-8836-db0ab8844f68"")",,61771J602,
"ObjectId(""60446117482fea78c2a4c8d6"")",61771J594,BARRIER,"UUID(""8ef13286-9faf-4184-a599-c3602ea54fdf"")",,61771J594,
"ObjectId(""60446116bfed880df9f6619e"")",17328YBR4,BARRIER,"UUID(""d4d5ba60-ce86-40f0-9d5f-0c2ef97540a9"")",,17328YBR4,
"ObjectId(""6044610ebfed880df9f66198"")",40438CR60,BARRIER,"UUID(""8751dd03-ebdb-4928-bbd8-c9f1b9ed2467"")",,40438CR60,
"ObjectId(""6044610ebfed880df9f66196"")",,BARRIER,"UUID(""55972db8-1cd8-45e1-b91b-ae59050c6410"")",XS2273704598,XS2273704598,
"ObjectId(""6044610d482fea78c2a4c8cf"")",06747QW29,BARRIER,"UUID(""44fcd058-bf6c-48a5-a845-e7632fc4759d"")",,06747QW29,
"ObjectId(""6044610bbfed880df9f66194"")",22551F343,BARRIER,"UUID(""546bbb43-6444-450f-8226-ee58d5615250"")",,22551F343,
"ObjectId(""60446108bfed880df9f66192"")",36259U394,BARRIER,"UUID(""06334a7b-d954-4645-ab37-943137114b4a"")",,36259U394,
"ObjectId(""60446108482fea78c2a4c8cc"")",36259U402,BARRIER,"UUID(""25cecf85-9032-4427-90ff-7fcfe17d9497"")",,36259U402,
"ObjectId(""60446107482fea78c2a4c8ca"")",06747L256,BARRIER,"UUID(""aef4189a-1a87-49d8-8965-dfd79f0c7d68"")",,06747L256,
"ObjectId(""60446106bfed880df9f66190"")",22552X4C4,BARRIER,"UUID(""01cd4c10-845a-4b7c-9436-5e2718cc1625"")",,22552X4C4,
"ObjectId(""60446105482fea78c2a4c8c8"")",90278R726,BARRIER,"UUID(""1d47f23b-cd29-4a5c-98c6-217bd319de3f"")",,90278R726,
"ObjectId(""60446104482fea78c2a4c8c6"")",,BARRIER,"UUID(""b2ff866d-a735-40b9-b0a9-57f569f6c0c4"")",XS2248753399,XS2248753399,
"ObjectId(""60446103bfed880df9f6618d"")",,BARRIER,"UUID(""ae36fd00-0d20-4860-8046-efb485b5ffb8"")",XS2248753639,XS2248753639,
"ObjectId(""60446102bfed880df9f6618b"")",61771EYQ5,BARRIER,"UUID(""04d93b1f-78f4-4c36-826f-46137cfffdde"")",,61771EYQ5,
"ObjectId(""60446100bfed880df9f66189"")",36259U345,BARRIER,"UUID(""80a23405-d053-44c0-b502-7dd93bf3cd34"")",,36259U345,
"ObjectId(""60446100482fea78c2a4c8c4"")",06747QVD6,BARRIER,"UUID(""0111bcb5-c821-4fab-8051-f203942a1143"")",,06747QVD6,
"ObjectId(""604460ff482fea78c2a4c8c2"")",48132Q771,BARRIER,"UUID(""6a5a2fb3-96a1-4e11-8f00-5b6c5397c4dd"")",,48132Q771,
"ObjectId(""604460febfed880df9f66187"")",61771J347,BARRIER,"UUID(""810090d6-4952-4f1b-9596-7b690834385d"")",,61771J347,
"ObjectId(""604460fdbfed880df9f66185"")",36259U329,BARRIER,"UUID(""157caa70-f250-4a0b-b4ee-3bbf3fc3b2db"")",,36259U329,
"ObjectId(""604460fd482fea78c2a4c8c0"")",36259U337,BARRIER,"UUID(""69d41a16-f25d-4985-ae68-f34d0384a778"")",,36259U337,
"ObjectId(""604460f6bfed880df9f66180"")",36259U220,BARRIER,"UUID(""336748ef-0ff4-488a-b306-845a9b2c79ab"")",,36259U220,
"ObjectId(""604460f6482fea78c2a4c8ba"")",06747L389,BARRIER,"UUID(""9f6a01de-c590-41ac-9925-57a66839f012"")",,06747L389,
"ObjectId(""604460f5bfed880df9f6617e"")",61771J305,BARRIER,"UUID(""0dd0c36b-e5ec-4ee9-b32f-77250f45ea64"")",,61771J305,
"ObjectId(""604460f4482fea78c2a4c8b8"")",,BARRIER,"UUID(""1d82f7d8-6e43-4a5d-8eca-3e91d8b5ce39"")",XS2125672217,XS2125672217,
"ObjectId(""604460f3bfed880df9f6617c"")",61771J297,BARRIER,"UUID(""23735de6-d487-4b17-a04b-39e0b045e4d5"")",,61771J297,
"ObjectId(""604460f2482fea78c2a4c8b6"")",06747QTT4,BARRIER,"UUID(""c15d6e66-e062-4b3d-99e2-6f360bc9e059"")",,06747QTT4,
"ObjectId(""604460f1482fea78c2a4c8b4"")",,BARRIER,"UUID(""3e44aaad-b05e-408e-9e8c-3a7405245128"")",XS2279017482,XS2279017482,
"ObjectId(""604460f0bfed880df9f6617a"")",06747L447,BARRIER,"UUID(""8b92a9e3-5ad9-49d6-a2ab-0238c6e5d582"")",,06747L447,
"ObjectId(""604460ee482fea78c2a4c8b2"")",,BARRIER,"UUID(""5ee99ca2-71b7-4100-a2c8-e3733a6dd005"")",XS2238347871,XS2238347871,
"ObjectId(""604460eb482fea78c2a4c8b0"")",48132Q888,BARRIER,"UUID(""b6e61571-5f71-48ae-938a-43c039bc8fae"")",,48132Q888,
"ObjectId(""604460eabfed880df9f66176"")",36259U154,BARRIER,"UUID(""09bb6870-7465-4977-8e89-0f11bbaebb49"")",,36259U154,
"ObjectId(""604460e9482fea78c2a4c8ae"")",36259U147,BARRIER,"UUID(""18bfab24-ad92-4973-9a66-4fcf2fb61a66"")",,36259U147,
"ObjectId(""604460e7bfed880df9f66173"")",17328YAZ7,BARRIER,"UUID(""93fb9af2-2939-4bb7-b1a2-71cc6d9645bc"")",,17328YAZ7,
"ObjectId(""604460e6482fea78c2a4c8ab"")",22551F293,BARRIER,"UUID(""6e5d5e18-e520-43ff-a159-42b44ef087f3"")",,22551F293,
"ObjectId(""604460e5482fea78c2a4c8a9"")",22552WYX7,BARRIER,"UUID(""037db590-8e27-42e5-8ee0-e3b0943dd188"")",,22552WYX7,
"ObjectId(""604460e3bfed880df9f66171"")",40057EVW4,BARRIER,"UUID(""a3e9ebfc-c66b-435c-b39e-4c465de30da1"")",,40057EVW4,
"ObjectId(""604460e0482fea78c2a4c8a6"")",22551F251,BARRIER,"UUID(""466f6fcb-e10b-44d5-a4f4-5c29765288a6"")",,22551F251,
"ObjectId(""604460de482fea78c2a4c8a4"")",90276BLW1,BARRIER,"UUID(""4ab35b3e-c9ed-49bf-a6a2-c8c70d217683"")",,90276BLW1,
"ObjectId(""604460db482fea78c2a4c8a1"")",40057EUR6,BARRIER,"UUID(""38360509-a623-4ce2-a299-9b6a1a8f25d7"")",,40057EUR6,
"ObjectId(""604460d8482fea78c2a4c89e"")",06747QT64,BARRIER,"UUID(""21de803c-8ebe-49f5-9452-4e00d7e17c25"")",,06747QT64,
"ObjectId(""604460d7bfed880df9f66169"")",61771J115,BARRIER,"UUID(""e9495fbb-8bba-443d-9b00-58a473181e56"")",,61771J115,
"ObjectId(""604460d6482fea78c2a4c89c"")",36259Q740,BARRIER,"UUID(""547ef71f-7f53-4458-9ad7-dd7c133701e2"")",,36259Q740,
"ObjectId(""604460d5bfed880df9f66167"")",48132Q201,BARRIER,"UUID(""7d0a68fc-e72f-4b76-99b3-c9cf77db0866"")",,48132Q201,
"ObjectId(""604460d3bfed880df9f66165"")",61771ETN8,BARRIER,"UUID(""6cc32660-11a8-4e0d-8fe4-fb9a478e18b2"")",,61771ETN8,
"ObjectId(""604460d2482fea78c2a4c89a"")",22552WXV2,BARRIER,"UUID(""d82578b4-1546-457e-97c3-17fe78df446c"")",,22552WXV2,
"ObjectId(""604460d0bfed880df9f66163"")",,BARRIER,"UUID(""c8bec50d-8788-4225-874f-10286ee98849"")",XS2263610730,XS2263610730,
"ObjectId(""604460cf482fea78c2a4c898"")",36259Q716,BARRIER,"UUID(""7f3c26e4-dd84-4d23-834c-4d661d8a3d4c"")",,36259Q716,
"ObjectId(""604460cebfed880df9f66161"")",36259Q682,BARRIER,"UUID(""2615cb15-3697-416b-a58c-8d0904bffd42"")",,36259Q682,
"ObjectId(""604460ce482fea78c2a4c896"")",36259Q708,BARRIER,"UUID(""0dddf1a1-4fc2-461f-8e19-893f0d5ba952"")",,36259Q708,
"ObjectId(""604460cd482fea78c2a4c894"")",90278R528,BARRIER,"UUID(""ba55afd7-a367-4f03-abfd-b208530a7b61"")",,90278R528,
"ObjectId(""604460ccbfed880df9f6615f"")",61771G814,BARRIER,"UUID(""868a6835-966d-4edc-8290-058d61c0fe88"")",,61771G814,
"ObjectId(""604460cb482fea78c2a4c892"")",06747L629,BARRIER,"UUID(""6be9190f-cdc5-4363-a132-d842e66ced36"")",,06747L629,
"ObjectId(""604460cabfed880df9f6615d"")",48132N174,BARRIER,"UUID(""a7ca3427-27c6-4021-9c42-fb556b017121"")",,48132N174,
"ObjectId(""604460c9482fea78c2a4c890"")",,BARRIER,"UUID(""ac73aa99-913e-4de6-b8cd-8ee02e21c560"")",XS2263620531,XS2263620531,
"ObjectId(""604460c8bfed880df9f6615b"")",17328Y3Y8,BARRIER,"UUID(""48ddb5bd-bc71-462d-9da2-e0a283c5f109"")",,17328Y3Y8,
"ObjectId(""604460c3482fea78c2a4c88c"")",61771EQF8,BARRIER,"UUID(""16b8d415-2d57-4304-9844-266aa318aecc"")",,61771EQF8,
"ObjectId(""604460c2482fea78c2a4c88a"")",48132N281,BARRIER,"UUID(""4a73d135-b8d0-4158-a5eb-e11684a65cd4"")",,48132N281,
"ObjectId(""604460c1bfed880df9f66156"")",22551F137,BARRIER,"UUID(""dda02d09-7f52-4078-b152-a089df969dc3"")",,22551F137,
"ObjectId(""604460c1bfed880df9f66154"")",22551F129,BARRIER,"UUID(""b4153e50-e894-46ec-8b91-ab43d0c92439"")",,22551F129,
"ObjectId(""604460c0482fea78c2a4c888"")",22551F103,BARRIER,"UUID(""3d989af5-e752-4995-8ea7-58b09aad47cd"")",,22551F103,
"ObjectId(""604460bf482fea78c2a4c886"")",48132N315,BARRIER,"UUID(""6ec026bb-5740-426d-9e28-e2cb13e8020e"")",,48132N315,
"ObjectId(""604460bebfed880df9f66152"")",06747L751,BARRIER,"UUID(""ae4a38d6-f35a-447b-8f76-d0e79b145343"")",,06747L751,
"ObjectId(""604460bebfed880df9f66150"")",90278R452,BARRIER,"UUID(""1488fc55-33a4-4038-b09e-5d0ddf3ef050"")",,90278R452,
"ObjectId(""604460bd482fea78c2a4c884"")",17328Y4E1,BARRIER,"UUID(""3825b301-7c51-4de9-a987-1d32eb261647"")",,17328Y4E1,
"ObjectId(""604460bcbfed880df9f6614e"")",40438Q456,BARRIER,"UUID(""0676da8c-8151-4a19-ace7-b3385b8eca95"")",,40438Q456,
"ObjectId(""604460bb482fea78c2a4c882"")",,BARRIER,"UUID(""e49eb372-5cb7-4187-8865-1bf482859d9b"")",XS2259139868,XS2259139868,
"ObjectId(""604460ba482fea78c2a4c880"")",36259Q591,BARRIER,"UUID(""69bc0035-4ed9-49d3-b7d7-a18d39f0366e"")",,36259Q591,
"ObjectId(""604460b9bfed880df9f6614c"")",61771G632,BARRIER,"UUID(""8cedc9fb-b620-47ed-9ac4-5c85cfff97ab"")",,61771G632,
"ObjectId(""604460b7bfed880df9f6614a"")",,BARRIER,"UUID(""811c40b4-c0b0-45eb-8643-e1bd66dd2e3d"")",XS2248556305,XS2248556305,
"ObjectId(""604460b5482fea78c2a4c87d"")",,BARRIER,"UUID(""ed1c7898-a02e-451a-b4c0-44b589cfa6b9"")",XS2259166671,XS2259166671,
"ObjectId(""604460b4bfed880df9f66146"")",,BARRIER,"UUID(""4ccfb5ba-0c2e-4444-bf3f-dae34e6904e7"")",XS2080509230,XS2080509230,
"ObjectId(""604460b3482fea78c2a4c87b"")",06747L884,BARRIER,"UUID(""1682a2c7-f1c1-4bfb-808a-326d1d63a7eb"")",,06747L884,
"ObjectId(""604460b0bfed880df9f66142"")",61771EKQ0,BARRIER,"UUID(""3ee728a6-c637-4444-9c6c-e37fb83bb4c0"")",,61771EKQ0,
"ObjectId(""604460ac482fea78c2a4c875"")",,BARRIER,"UUID(""8833a38d-dc7a-40dd-84a8-1177e1a4c87f"")",XS2248374618,XS2248374618,
"ObjectId(""604460abbfed880df9f6613f"")",61771G376,BARRIER,"UUID(""31177735-f843-484d-be86-7beb01435494"")",,61771G376,
"ObjectId(""604460abbfed880df9f6613d"")",61771G392,BARRIER,"UUID(""421c3b32-b4a5-49eb-a339-1b5bb3cddd77"")",,61771G392,
"ObjectId(""604460aa482fea78c2a4c873"")",22550X790,BARRIER,"UUID(""e263ce1f-2fd3-41e0-a37f-e3c429514a13"")",,22550X790,
"ObjectId(""604460a9482fea78c2a4c871"")",22550X766,BARRIER,"UUID(""9089e321-b16d-4442-bd10-c3e52698467d"")",,22550X766,
"ObjectId(""604460a7bfed880df9f6613b"")",,BARRIER,"UUID(""4d8b0854-9374-43cc-8f7a-25a26b824128"")",XS2080506996,XS2080506996,
"ObjectId(""604460a6bfed880df9f66139"")",,BARRIER,"UUID(""25cbbe50-2872-478c-a692-b6fae08ca969"")",XS2080506723,XS2080506723,
"ObjectId(""604460a6482fea78c2a4c86f"")",61771G251,BARRIER,"UUID(""270d1674-b082-4660-b6fc-0094dc104f97"")",,61771G251,
"ObjectId(""604460a5bfed880df9f66137"")",36259Q377,BARRIER,"UUID(""3df58b35-9293-4512-8491-3053ee96c13c"")",,36259Q377,
"ObjectId(""604460a4482fea78c2a4c86d"")",22550X758,BARRIER,"UUID(""e612cad0-cc19-427e-8d73-d94b56cec110"")",,22550X758,
"ObjectId(""604460a3bfed880df9f66135"")",17328WP85,BARRIER,"UUID(""201ac57e-7c3f-4622-a531-70d9307eb3f7"")",,17328WP85,
"ObjectId(""604460a3482fea78c2a4c86b"")",17328WV88,BARRIER,"UUID(""13506301-7fca-40fb-a539-3cff906d6e51"")",,17328WV88,
"ObjectId(""6044609f482fea78c2a4c868"")",22550X733,BARRIER,"UUID(""19c4fde6-7fc1-40a8-a28a-5260510780ec"")",,22550X733,
"ObjectId(""6044609cbfed880df9f66130"")",,BARRIER,"UUID(""3f4a7b50-bd9a-4cde-afb8-4e06de073ad4"")",XS2238833383,XS2238833383,
"ObjectId(""6044609b482fea78c2a4c865"")",,BARRIER,"UUID(""abb7de86-13ef-41fb-bd28-6bc1d1a5a851"")",XS2186980772,XS2186980772,
"ObjectId(""6044609b482fea78c2a4c863"")",,BARRIER,"UUID(""6a3e1197-5b1e-41bd-9203-9c8aa11905d7"")",XS2117729991,XS2117729991,
"ObjectId(""6044609abfed880df9f6612e"")",06747QNG8,BARRIER,"UUID(""37e3860c-ad1b-4912-87f4-bbd25e41af7f"")",,06747QNG8,
"ObjectId(""60446098bfed880df9f6612c"")",,BARRIER,"UUID(""47722609-303f-4f65-ac2f-9b23d4db50b5"")",XS2238801851,XS2238801851,
"ObjectId(""60446098482fea78c2a4c861"")",,BARRIER,"UUID(""4d55a47a-b3c6-43fd-95d4-ad810bb70dc4"")",XS2117729645,XS2117729645,
"ObjectId(""60446097482fea78c2a4c85f"")",61771EEF1,BARRIER,"UUID(""569ed495-7876-4cf9-8651-ebaafaf1cb0f"")",,61771EEF1,
"ObjectId(""60446095bfed880df9f6612a"")",61771G152,BARRIER,"UUID(""65ee0ce3-1af7-4c10-aee3-b26921143d55"")",,61771G152,
"ObjectId(""60446094482fea78c2a4c85d"")",48132N562,BARRIER,"UUID(""3edb269a-7f3c-40ad-8bea-fc756fa60167"")",,48132N562,
"ObjectId(""60446093bfed880df9f66128"")",22550X725,BARRIER,"UUID(""231961db-2a37-4ead-83bf-647dee3c1ead"")",,22550X725,
"ObjectId(""60446092bfed880df9f66126"")",06747K274,BARRIER,"UUID(""0b0ed4c1-80e0-400f-a4ca-6a6618220073"")",,06747K274,
"ObjectId(""60446090bfed880df9f66124"")",,BARRIER,"UUID(""f862cb22-fd9c-4ad9-afb3-d804757aa520"")",XS2238698406,XS2238698406,
"ObjectId(""6044608f482fea78c2a4c85a"")",,BARRIER,"UUID(""7d69dbf1-7522-4762-96b2-70c4a947949f"")",XS2238698315,XS2238698315,
"ObjectId(""6044608ebfed880df9f66122"")",,BARRIER,"UUID(""718275d2-e4c6-4a78-82ab-071aa4ffb39f"")",XS2117727789,XS2117727789,
"ObjectId(""6044608abfed880df9f66120"")",17328WQB7,BARRIER,"UUID(""9db72ff2-6e5d-400a-ad98-29514b799cf8"")",,17328WQB7,
"ObjectId(""60446088482fea78c2a4c856"")",61771D829,BARRIER,"UUID(""8f9c06c4-613d-485e-a710-84a1b2f015cc"")",,61771D829,
"ObjectId(""60446086482fea78c2a4c854"")",36259Q146,BARRIER,"UUID(""7552fcf7-31c9-4cf6-9091-9af6f8907adf"")",,36259Q146,
"ObjectId(""60446080482fea78c2a4c851"")",61771ECY2,BARRIER,"UUID(""99d1000b-4955-4b4f-adac-03b29e95a01c"")",,61771ECY2,
"ObjectId(""6044607ebfed880df9f6611b"")",06747K332,BARRIER,"UUID(""e98cd73e-bb90-4c90-a132-d32c7d2413c1"")",,06747K332,
"ObjectId(""6044607d482fea78c2a4c84f"")",61771D761,BARRIER,"UUID(""524a73ad-223b-4c37-916e-3991d3b9d680"")",,61771D761,
"ObjectId(""6044607bbfed880df9f66119"")",36259Q120,BARRIER,"UUID(""38a233a5-8c04-442f-b215-06960f7564c8"")",,36259Q120,
"ObjectId(""6044607a482fea78c2a4c84d"")",36259Q138,BARRIER,"UUID(""c6bb307f-8684-4c09-9a42-f010eb26089b"")",,36259Q138,
"ObjectId(""60446079482fea78c2a4c84b"")",48132N695,BARRIER,"UUID(""14f45a92-0bcb-40ae-a807-ad9f6ba03e68"")",,48132N695,
"ObjectId(""60446074482fea78c2a4c848"")",61771D845,BARRIER,"UUID(""ce3a2164-0744-4e59-9875-dff3f396a5d9"")",,61771D845,
"ObjectId(""60446071482fea78c2a4c846"")",90281M821,BARRIER,"UUID(""374eb591-e573-4b66-b3cc-aeb0dd024ec7"")",,90281M821,
"ObjectId(""60446070bfed880df9f66114"")",36259L881,BARRIER,"UUID(""27cb838c-b81b-4a74-b4c3-46108bb8246d"")",,36259L881,
"ObjectId(""6044606fbfed880df9f66112"")",36259Q104,BARRIER,"UUID(""1a64233d-e84e-4243-b4d8-e3ff7e8aabdc"")",,36259Q104,
"ObjectId(""6044606e482fea78c2a4c844"")",06747QMK0,BARRIER,"UUID(""e393635a-626f-4f2a-a03a-7ad7bb16c149"")",,06747QMK0,
"ObjectId(""6044606dbfed880df9f66110"")",90281M813,BARRIER,"UUID(""1cf14c17-fef3-4de3-bc17-d01eccec2f5c"")",,90281M813,
"ObjectId(""6044606c482fea78c2a4c842"")",17328WZ92,BARRIER,"UUID(""213e4f5d-4db2-4d97-856c-e7cf3932d745"")",,17328WZ92,
"ObjectId(""60446069482fea78c2a4c840"")",,BARRIER,"UUID(""4ecd9477-30c2-4ee1-a852-51a1569a1888"")",XS2117724927,XS2117724927,
"ObjectId(""60446068bfed880df9f6610e"")",,BARRIER,"UUID(""5e6f9c81-57a0-4483-b416-74cadd4e460f"")",XS2230880234,XS2230880234,
"ObjectId(""60446067bfed880df9f6610c"")",48132N778,BARRIER,"UUID(""488348ad-c2ab-4bb4-b5d8-be923af62c7f"")",,48132N778,
"ObjectId(""60446065482fea78c2a4c83e"")",36259L857,BARRIER,"UUID(""2435bb5e-9f2d-43ff-8437-a1cf11335759"")",,36259L857,
"ObjectId(""60446063bfed880df9f6610a"")",61771D613,BARRIER,"UUID(""339f725c-b877-414e-b537-11b4ca74196f"")",,61771D613,
"ObjectId(""60446061482fea78c2a4c83c"")",90281M730,BARRIER,"UUID(""38ec64c7-2ac3-493f-8dc6-0fcd1b5a9ec5"")",,90281M730,
"ObjectId(""6044605fbfed880df9f66108"")",36259L873,BARRIER,"UUID(""d4913d9b-903c-4ed7-8466-bfda49013c41"")",,36259L873,
"ObjectId(""6044605d482fea78c2a4c83a"")",,BARRIER,"UUID(""7d9cd43b-e276-4a56-846c-a6e659044225"")",XS2230825304,XS2230825304,
"ObjectId(""6044605bbfed880df9f66106"")",,BARRIER,"UUID(""4d428dee-46b7-4418-a1fc-a7417f104b30"")",XS2230825486,XS2230825486,
"ObjectId(""60446056482fea78c2a4c837"")",,BARRIER,"UUID(""7b1756b9-9087-4258-9863-545c23452176"")",XS2231685665,XS2231685665,
"ObjectId(""60446052bfed880df9f66103"")",90281M656,BARRIER,"UUID(""acd95763-a9cb-468c-9f8c-bc7eb2f3bd75"")",,90281M656,
"ObjectId(""60446050482fea78c2a4c834"")",61771D530,BARRIER,"UUID(""2c900d1d-45fa-453c-8606-a142047f2e37"")",,61771D530,
"ObjectId(""6044604ebfed880df9f66101"")",61771D522,BARRIER,"UUID(""94522fcd-2a32-498b-916d-b3d4c785a93e"")",,61771D522,
"ObjectId(""6044604c482fea78c2a4c832"")",90281M680,BARRIER,"UUID(""9c72d1b0-13c9-4da2-9364-08eb7cb7d078"")",,90281M680,
"ObjectId(""60446049bfed880df9f660fd"")",06747K472,BARRIER,"UUID(""d4d21445-21d2-4209-b2a1-22456f9a90e5"")",,06747K472,
"ObjectId(""60446047482fea78c2a4c830"")",,BARRIER,"UUID(""7841d0d8-600f-49c4-b77a-b9f79bbf2ea5"")",XS2230773314,XS2230773314,
"ObjectId(""60446043482fea78c2a4c82c"")",40057CXY2,BARRIER,"UUID(""f83f4755-0c8c-4c0d-bc31-92df85159262"")",,40057CXY2,
"ObjectId(""60446040bfed880df9f660f9"")",,BARRIER,"UUID(""efce2b2e-eda5-4473-9a51-9560aa10e363"")",XS2229942177,XS2229942177,
"ObjectId(""6044603f482fea78c2a4c82a"")",40057CXZ9,BARRIER,"UUID(""511427b6-51f9-47cc-b479-6ee98dda7e3d"")",,40057CXZ9,
"ObjectId(""6044603dbfed880df9f660f7"")",22550X618,BARRIER,"UUID(""ffc78749-81cb-40d2-b219-6f7eb7b36c62"")",,22550X618,
"ObjectId(""6044603b482fea78c2a4c828"")",,BARRIER,"UUID(""9ed1fec5-4726-433f-8764-07eeb898fbab"")",XS2237907550,XS2237907550,
"ObjectId(""6044603abfed880df9f660f5"")",17328WVF2,BARRIER,"UUID(""0c177271-ec74-4289-bc94-18d3117dc347"")",,17328WVF2,
"ObjectId(""60446036482fea78c2a4c826"")",90281M565,BARRIER,"UUID(""60bff330-4ade-43e4-9327-8b42ff088576"")",,90281M565,
"ObjectId(""60446035482fea78c2a4c824"")",61771D456,BARRIER,"UUID(""42d45aac-0da8-4365-8bec-89448acbe35e"")",,61771D456,
"ObjectId(""60446034bfed880df9f660f1"")",22550X592,BARRIER,"UUID(""44642804-24f1-40d9-b4d1-629d45983cf9"")",,22550X592,
"ObjectId(""60446032482fea78c2a4c822"")",61771D431,BARRIER,"UUID(""59470cef-2cd7-47dc-92ba-fccb9a2a8e51"")",,61771D431,
"ObjectId(""60446031bfed880df9f660ef"")",36259L683,BARRIER,"UUID(""f04b0311-32c3-4bcd-b1f0-56aa2ef8f487"")",,36259L683,
"ObjectId(""6044602b482fea78c2a4c81f"")",17328WR34,BARRIER,"UUID(""f066675d-5691-4a1f-a971-04b853a944f4"")",,17328WR34,
"ObjectId(""60446026bfed880df9f660ea"")",22550X584,BARRIER,"UUID(""6914b0e7-1b91-44d6-aa2c-0e8072c1e12b"")",,22550X584,
"ObjectId(""60446021bfed880df9f660e8"")",17327Y113,BARRIER,"UUID(""4432ec08-3c13-4827-a196-eff6b91daea4"")",,17327Y113,
"ObjectId(""6044601cbfed880df9f660e5"")",17328WLF3,BARRIER,"UUID(""6ab11b1c-1450-4bca-b35e-b69fee5c47e9"")",,17328WLF3,
"ObjectId(""6044601abfed880df9f660e3"")",48132N604,BARRIER,"UUID(""c15d8a39-c351-4524-8836-3009b0053052"")",,48132N604,
"ObjectId(""60446016482fea78c2a4c815"")",17328WBL1,BARRIER,"UUID(""909368d2-8855-4c81-ac70-e15cadfa6ee2"")",,17328WBL1,
"ObjectId(""6044600b482fea78c2a4c813"")",17328WFG8,BARRIER,"UUID(""9c41393e-c3f3-4e78-b6eb-d2a6011f8910"")",,17328WFG8,
"ObjectId(""60446000bfed880df9f660d8"")",90281M391,BARRIER,"UUID(""735670c0-2611-4108-8ab6-a092566e9a96"")",,90281M391,
"ObjectId(""60445fefbfed880df9f660cf"")",22550X485,BARRIER,"UUID(""94be964c-644f-4f39-81d2-94872f2f3602"")",,22550X485,
"ObjectId(""60445fedbfed880df9f660cd"")",,BARRIER,"UUID(""7935b225-d84f-426a-b305-d8db84c5bf69"")",,0,
"ObjectId(""60445fe3bfed880df9f660c9"")",90281M326,BARRIER,"UUID(""6e28dcb7-00d2-4a0d-808e-a58d47b1f70d"")",,90281M326,
"ObjectId(""60445fe0482fea78c2a4c7fa"")",36259L386,BARRIER,"UUID(""40379dff-00fc-4216-97e6-bbc21f56fb15"")",,36259L386,
"ObjectId(""60445fde482fea78c2a4c7f8"")",61771D233,BARRIER,"UUID(""3471a0a3-ffa2-48b6-b77f-5cfc5de77df8"")",,61771D233,
"ObjectId(""60445fdb482fea78c2a4c7f6"")",90281M235,BARRIER,"UUID(""b2d7a737-39c5-4b43-b3da-a73625523132"")",,90281M235,
"ObjectId(""60445fdabfed880df9f660c3"")",36259L360,BARRIER,"UUID(""7d246311-581d-4797-b61f-694940bdfa04"")",,36259L360,
"ObjectId(""60445fd7bfed880df9f660c1"")",48132N307,BARRIER,"UUID(""c48e6d59-0e7b-424a-a88b-19a37486ab68"")",,48132N307,
"ObjectId(""60445fd0bfed880df9f660bd"")",,BARRIER,"UUID(""fdc2f98a-a78e-4c9f-85b3-5016b99155e5"")",XS2197280188,XS2197280188,
"ObjectId(""60445fcd482fea78c2a4c7ed"")",,BARRIER,"UUID(""4a3d1ddb-b7c8-4ba2-af6f-15aab9104e1c"")",XS2197274538,XS2197274538,
